ID;txt
1566-P8_2;nos lo ofrecieron en la empresa y no he intentado cambiar de banco me parece que es un buen banco es facil de usar su banca movil y tiene cajeros cerca tiene servicio de atencion en linea
1568-P8_2;porque me lo ofrecieron los ejecutivos del banco porque fui a cambiar un cheque y me dijeron que si queria una tarjeta
1572-P8_2;porque me abrieron la nomina en el trabajo
1573-P8_2;los servicios que dan son buenos
1582-P8_2;ellos me dieron la nomina
1585-P8_2;por su banca en linea tramites a sencillos
1587-P8_2;porque es el mejor banco para mi porque sus movimientos de la tarjeta son faciles de utilizar porque puedo ir checando mis ahorros o mis movimientos de dinero desde la aplicacion
1588-P8_2;por cuestion de nomina para recibir pagos
1589-P8_2;porque se ajusta a la zona donde estoy es el que mas se usa en esa zona que mas tiene presencia es el que mas tiene cajeros electronicos y sucursales
1596-P8_2;porque los trabajos en que he estado es el banco donde transfieren la nomina
1598-P8_2;por su aplicacion es super eficaz muy versatil retirar sin tarjeta a cualquier hora y la seguridad de la tarjeta
1600-P8_2;me gusta la tasa de interes que tiene al igual tengo ahorro ahi y la facilidad para tramitarlo
1606-P8_2;tienen mejor servicio para mi
1610-P8_2;por la nomina de la pension
1622-P8_2;porque me lo recomendaron saque una cuenta de ahorro para estar llevando un control de mi dinero en esa cuenta
1623-P8_2;facilidad de encontrar un cajero
1627-P8_2;fue el primero que me recomendaron
1635-P8_2;cuenta para sacar un carro a credito
1644-P8_2;por el sueldo mensual
1650-P8_2;ahi me depositan yo no escogi el banco
1654-P8_2;porque puedo tener dinero y no me quitan interes
1661-P8_2;porque tiene mas sucursales y la mayoria de gente puede hacer deposito en bancomer
1666-P8_2;tarjeta de nomina de trabajo
1671-P8_2;depositos
1681-P8_2;por los depositos que le hace la empresa por su nomina
1690-P8_2;porque es nomina por parte de mi trabajo
1696-P8_2;porque me dan un servicio de retiro muy agil
1699-P8_2;porque la mayoria de las veces me han dado por nomina en ese banco
1710-P8_2;nomina
1714-P8_2;porque abri mi cuenta de nomina
1720-P8_2;por el trabajo me pagan ahi
1722-P8_2;lo saque por nomina
1723-P8_2;para abrir la cuenta de nomina
1725-P8_2;la facilidad de los servicios tanto bancarios afores cuentas de ahorro y tienen una aplicacion donde uno puede hacer todos los tramites que se harian en fisico
1728-P8_2;porque considero que hay bastantes sucursales
1729-P8_2;me gusta su servicio la atencion al cliente aclaraciones en linea telefonica es muy accesible para poder retirar o hacer pagos
1732-P8_2;para mas seguridad
1738-P8_2;porque le gusta su banca movil
1751-P8_2;por la facilidad de tramites
1762-P8_2;hay muchas sucursales
1769-P8_2;porque es el que me quedo mas cerca de mi casa y no vi el banco
1776-P8_2;porque por el tiempo que llevo
1786-P8_2;nsnr
1801-P8_2;la practicidad es practico es mas accesible es decir todo la institucion o la plataforma lo hacen mas facil
1803-P8_2;porque no cobran el manejo de cuenta
1804-P8_2;porque mi papa es cliente de ahi y me la dio
1807-P8_2;por la facilidad de las acciones
1808-P8_2;es cosa de la empresa en la que trabajo ahi pagan
1810-P8_2;sus servicios y los bajos intereses
1812-P8_2;facil movilidad de dinero transacciones y muchas ofertas
1813-P8_2;por recomendacion de sus padres
1817-P8_2;por la aplicacion que tiene hace que sea facil hacer las transferencias
1818-P8_2;por las cuentas de ahorro
1819-P8_2;es el primero que tuve lealtad
1821-P8_2;la facilidad de los tramites como el deposito en ventanilla llega mas rapido
1822-P8_2;tengo inversiones
1826-P8_2;por su aplicacion hay muchos bancos
1836-P8_2;por los creditos
1840-P8_2;por un prestamo que nunca hice
1855-P8_2;pago de nomina y transferencia
1871-P8_2;la banca movil es buena te deja hacer muchos movimientos
1873-P8_2;porque tiene muchas sucursales y en todos lados las encuentras
1879-P8_2;porque es muy facil de usar todo en general
1883-P8_2;por necesidad lo que pasa es que estudie foraneo en puebla era la mejor opcion para que mis papas me depositaran
1889-P8_2;porque tiene muchas sucursales
1904-P8_2;buena atencion buen servicio y rendimiento
1917-P8_2;por sus aplicaciones es de facil uso y manejo
1918-P8_2;porque saque una tarjeta de ahorro
1919-P8_2;por la aplicacion que es mas rapida y accesible facil de usar ingresa rapido sin tantos candados
1920-P8_2;la facilidad del costo anual de plastico debito
1931-P8_2;por nomina
1937-P8_2;porque ahi me habian dado una nomina y porque es muy funcional la aplicacion una chulada
1939-P8_2;porque ellos me ofrecieron la tarjeta
1941-P8_2;por una cuenta de ahorro es el banco que me queda mas cerca
1942-P8_2;porque tiene muchas sucursales
1950-P8_2;por nomina
1954-P8_2;tienen buen servicio fue muy sencillo sacar una cuenta y una tarjeta no pedian pago anticipado
1960-P8_2;es mi tarjeta de nomina
1963-P8_2;por ser docente nos mandan a ese banco
1965-P8_2;pues en ese momento las ofertas que ofrecias eran las mejores que ofrecian mejor que otros bancos
1967-P8_2;por la facilidad de operaciones
1971-P8_2;se ajusta mas a mis necesidades no meto mucho dinero a la cuenta y no es que me esten cobrando tanto
1977-P8_2;recibio mi nomina
1982-P8_2;fueron muy accesibles conmigo por la caja de ahorro
1990-P8_2;porque siempre han administrado bien mi dinero nunca he tenido problemas en 15 anos no he tenido quejas
1991-P8_2;porque no he tenido problemas con el servicio del banco
1997-P8_2;porque me ofrecieron una tarjeta de credito
2008-P8_2;porque me facilita realizar pagos de la escuela me presta lo necesario para no endeudarme
2011-P8_2;porque me gusta encuentras bancos o cajeros en lugares mas cerca
2015-P8_2;por su aplicacion que es facil y sencilla de manejar es entendible
2020-P8_2;porque en la empresa me lo pidieron abrir una cuenta de bbva de debito para que me pagaran por transferencia
2023-P8_2;por el trato y porque es mas rapido los tramites
2025-P8_2;porque tienen muchas sucursales
2030-P8_2;fue el primer banco que tuvo y por fidelidad
2040-P8_2;porque me agrada atencion al cliente
2042-P8_2;empece porque nos cambiaron la nomina ahi
2045-P8_2;porque hay muchas sucursales es rapido encontrar un bancomer
2046-P8_2;porque me lo recomendaron porque era el mas seguro
2048-P8_2;por mis pagos de nomina
2053-P8_2;por la facilidad que da en cuanto a checar saldos en los cajeros
2054-P8_2;porque es muy eficiente su aplicacion es muy comoda
2066-P8_2;porque que me depositan ahi mi dinero
2067-P8_2;porque era el requisito que me pedian de la beca
2077-P8_2;pues se me hace muy facil utilizar la aplicacion y manejar las tarjetas pues es muy facil hacer transferencias es facil de utilizarla para comprar cosas
2078-P8_2;porque no ha llegado ninguna otra institucion a ofrecerme mejores servicios
2081-P8_2;por mi nomina
2086-P8_2;caja de ahorro
2089-P8_2;caja de ahorro
2092-P8_2;por mi nomina
2094-P8_2;debito y credito
2098-P8_2;es mas practico en muchas cosas muchos cajeros
2105-P8_2;por su seriedad mejores inversiones de plazos porque dan buenos rendimientos
2107-P8_2;nomina
2126-P8_2;por la nomina
2134-P8_2;por la plataforma movil es mas practica en transferencia en cuestion de transferencia hay mas banco no hay transferencia
2155-P8_2;por banca movil
2156-P8_2;fue facil de abrir una cuenta de ahorro
2158-P8_2;la nomina porque ahi me pagan
2162-P8_2;por motivos universitarios para poder recibir becas
2165-P8_2;porque esta cerca de su casa una sucursal
2170-P8_2;porque hay mas cajeros
2172-P8_2;para ahorrar
2173-P8_2;no ha tenido ningun problema con ellos por eso es cliente
2174-P8_2;por todos los beneficios que tiene
2176-P8_2;porque tiene muchas sucursales y por su aplicacion es facil el retiro de efectivo
2179-P8_2;porque hay muchas sucursales y viajo mucho es mas facil encontrar las sucursales cajeros porque luego hay negocios que no aceptan las tarjetas y tengo que disponer de efectivo en el cajero automatico
2184-P8_2;porque en ese banco me pidieron que abriera una cuenta para que me depositaran
2185-P8_2;por su aplicacion que es muy facil de usar tiene muy claro sus apartados de la aplicacion es muy facil dirigirte a donde quieres ir
2187-P8_2;el servicio tiene un buen servicio que hay disponibilidad de dinero en cajeros hay muchas sucursales del banco
2193-P8_2;por su aplicacion que es mas sencilla y practica me es mas util la aplicacion de bancomer
2195-P8_2;porque me gusta su atencion cuando tengo un problema me resuelven
2197-P8_2;ahorro ahi guardo mi dinero
2211-P8_2;trabajo por los pagos de nomina
2212-P8_2;porque no cobran comision cuando retiras dinero no te cobran comision si no retiras dinero y hay un bancomer cerca de donde estoy
2216-P8_2;porque ahi tuve mi primera cuenta me gusto el servicio y ahi me quede
2221-P8_2;porque en ese momento era uno de los bancos que me quedaba mas cerca de mi domicilio
2223-P8_2;para recibir depositos y pagos es el banco que conserve
2224-P8_2;me han hecho depositos y no me han jalado dinero de ahi los bancos te cobran una comision por tener tu dinero ahi y bancomer no te cobra por tener tu dinero ahi
2227-P8_2;por la nomina porque es uno de los bancos amigables en cuanto a comisiones porque no se me hace tan estricto la forma de uso
2231-P8_2;por la facilidad de las aplicaciones del banco que es muy facil de utilizar para hacer pagos de nomina o transferencias bancarias al momento y eso es lo que busca que sean rapidas e inmediatas eso es lo que me ofrece bancomer que al hacerlas aparecen al momento de hacerlas
2237-P8_2;porque tengo una cuenta de ahorro
2249-P8_2;por el servicio depositos se me hace mas facil que hay mas sucursales
2251-P8_2;cambio de patron que la empresa cambio de banco
2263-P8_2;tengo mi nomina ahi
2264-P8_2;por la empresa por el contrato en cuanto deposito de nomina
2265-P8_2;cercania a cajeros de mi hogar o lugar de trabajo resuelvo tanto retiros como depositos
2274-P8_2;por parte del trabajo porque ahi me llega la nomina por medio de la tarjeta
2281-P8_2;porque me lo pedian en mi trabajo para cuentas nomina la empresa tenia convenio con bbva
2285-P8_2;porque las nominas de mi beca las depositan ahi
2288-P8_2;por los beneficios que no me cobran anualidad
2289-P8_2;por medio de mi trabajo
2291-P8_2;nsnr
2299-P8_2;por la disponibilidad de cajeros y bancos
2302-P8_2;porque fue facil sacar la tarjeta virtual de debito
2303-P8_2;porque tengo seguro de auto
2304-P8_2;porque no cobran mensualidades
2308-P8_2;porque es muy facil hacer transferencias y tiene muchos cajeros
2319-P8_2;por lo mismo de la empresa me dieron la tarjeta y me quede con ella hay muchos cajeros
2326-P8_2;su app muy facil de usar transferencia
2327-P8_2;tener una cuenta bancaria para depositos
2330-P8_2;para que depositen mis ingresos ahi
2331-P8_2;porque me requerian una cuenta de un banco especifico para recibir la pension de mis hijos
2339-P8_2;la atencion es mejor
2345-P8_2;ellos me ofrecieron tarjeta de credito
2349-P8_2;porque depositan ahi mi nomina
2351-P8_2;porque tiene la tasa de interes menor
2353-P8_2;porque su aplicacion es muy comoda para hacer todo en linea pago de servicios transferencias
2356-P8_2;mejor servicio en tarjetas de credito y nomina pago de nomina
2364-P8_2;porque hay muchos bancos cajeros la aplicacion amigable en el uso
2365-P8_2;por la facilidad que tienen en su manejo de cuenta no hay tanta burocracia
2374-P8_2;servicio por rapidez en atencion al cliente y no cobran no esta tan elevada la tasa de interes
2379-P8_2;nomina
2380-P8_2;por mi trabajo ahi es donde me pagan
2383-P8_2;porque ahi tengo mi nomina
2384-P8_2;porque ha estado seguro mi dinero no he tenido de que alguien me quiera jaquear o algun movimiento no aprobado
2390-P8_2;para mantener mi dinero seguro en una cuenta
2395-P8_2;por debito porque estuve trabajando para gobierno y me mandaron a bancomer
2397-P8_2;porque siento que es mas seguro siento que tienen mas privacidad en los datos de nosotros los clientes
2402-P8_2;facilidad de manejo de dinero puedo retirar puedo depositar en el momento que pueda o que se necesite
2403-P8_2;porque hay cat mi nomina
2405-P8_2;porque saco una tarjeta debito
2406-P8_2;por la aplicacion para la nomina
2410-P8_2;es porque esta cerca y facilidades
2419-P8_2;por la cuenta de ahorro que tengo
2421-P8_2;porque ahi me depositan la nomina
2435-P8_2;la aplicacion
2447-P8_2;caja de ahorro
2455-P8_2;para recibir pagos
2461-P8_2;me la asigno la empresa
2473-P8_2;necesitaba sacar una cuenta de esa institucion por la cercania
2486-P8_2;por la facilidad de hacer movimientos trasferencias depositos a cualquier hora en la app de bbva las puedes hacer
2490-P8_2;por la facilidad de atencion al cliente rapidez de atencion a nivel telefonico y en ventanilla
2511-P8_2;pues porque hay muchos cajeros automaticos y por su aplicacion donde podemos revisar todos los movimientos que realicemos
2513-P8_2;porque mete muchos especiales para la tercera edad nos presta dinero con bajo interes con uno o dos por ciento y siempre nos presta nunca nos niega
2515-P8_2;por mi trabajo me pagan por nomina y tengo un ahorro tambien con ellos porque en los anos que tengo ahorita todo lo que es aguinaldo todo lo transfiero a otra cuenta entonces todo lo de nomina quedaba que 100 o 200 pesos se perdia el dinero y no me resolvian no tiene solucion hablar
2518-P8_2;porque tiene buen servicio porque la banca movil es mucho mas rapida de manejar y es mas accesible
2522-P8_2;porque ofrecen muchos servicios tecnologicos
2534-P8_2;por la nomina
2535-P8_2;por la nomina
2536-P8_2;porque se dio la oportunidad y porque tiene mas sucursales en todos los estados
2550-P8_2;porque es un buen banco porque en mi tarjeta no me cobran muchas comisiones puedo requerir de mi dinero en cualquier momento y la app es bastante buena
2564-P8_2;porque es buen banco
2565-P8_2;por la accesibilidad de retiros sin tarjeta cualquier persona me puede enviar un retiro sin tarjeta y poder sacar dinero sin tener que aprenderme el nip de mi tarjeta y tampoco tengo que andar cargandola ni tanta documentacion
2566-P8_2;es conveniente tiene mayor alcance como para hacer depositos en sucursales su infraestructura es mas solida
2569-P8_2;me quise cambiar de nomina era mas rapido el deposito
2571-P8_2;porque ahi esta mi nomina
2572-P8_2;porque tambien tengo una cuenta de nomina ahi
2573-P8_2;pues porque mi cuenta me lo atiende un ejecutivo personal porque me aclara todas mis dudas sobre mis finanzas y me mantiene al dia si tengo alguna duda el me las aclara luego luego por telefono
2574-P8_2;la facilidad con la banca electronica las transferencias fuera de horario y el retiro de dinero sin plastico
2577-P8_2;para los ahorros
2579-P8_2;es que ahi guardo mis ahorros
2585-P8_2;por su aplicacion facilita hacer movimientos con el dinero
2589-P8_2;porque es el mas practico porque puedo manejar todo desde mi celular
2590-P8_2;porque en mi trabajo es donde me han pagado mi nomina es el banco en el que teniamos que sacar la tarjeta
2593-P8_2;siento que da mejor atencion mas atencion al cliente aparte se que esta dentro de la ciudad
2595-P8_2;porque le facilita mas las compras por ejemplo no carga dinero y no se arriesga en la tarjeta es mas facil
2602-P8_2;la costumbre es mas practico hay mas sucursales y no estar cambiando de cuenta
2606-P8_2;por la nomina me depositan el sueldo
2607-P8_2;por mi trabajo nomina
2612-P8_2;tengo muchos servicios y manejo todo por mi banca movil
2613-P8_2;es muy accesible en que puede encontrar un cajero en cada calle que se encuentre
2614-P8_2;por mi nomina de mi trabajo
2616-P8_2;mas que nada se maneja bien la cuenta es facil de manejarla
2622-P8_2;la aplicacion muy precisa y puedo hacer transferencias a todos lados y paises estados unidos
2627-P8_2;por las compras de tarjeta de credito
2635-P8_2;por el trabajo es mas facil el pago de nomina
2640-P8_2;no he tenido necesidad de cambiar de banco
2648-P8_2;mejores prestamos y me funciona mas no cobran plastico
2655-P8_2;cuenta de ahorro
2657-P8_2;por cuenta de nomina
2658-P8_2;para que me depositaran la nomina
2680-P8_2;es un banco que nunca me ha fallado porque mes con mes ahi esta mi pension
2682-P8_2;la rapidez de su servicio en la caja
2698-P8_2;por los prestamos que te dan que pueden aumentar me suben a mas cantidad porque no quede mal
2709-P8_2;porque es el primer banco que conoci y fue la confianza de conocidos para meterme a este banco
2710-P8_2;porque tiene otra cuenta y una opcion mas es mejor que otro banco
2730-P8_2;atienden bien el servicio al cliente el trato amable confiable
2743-P8_2;porque me la recomendaron fue la mas facil de sacar saque por la app fui a recoger el plastico
2749-P8_2;porque tiene muchos cajeros hay muchas sucursales
2751-P8_2;por mi nomina
2754-P8_2;las facilidades de la banca en linea que tiene
2756-P8_2;me dio tarjeta de nomina
2759-P8_2;para recibir la pension
2760-P8_2;desde los 20 anos he sido cliente
2762-P8_2;buen servicio aplicacion manejo de la app digital
2768-P8_2;por la seguridad y confianza que te brinda esta seguro tu dinero yo ahorro y tengo tarjeta de credito
2769-P8_2;porque he visto en otros bancos te cobran mucho por el manejo de cuenta
2778-P8_2;por las mismas razones del uso de la tarjeta no cobran el uso de la tarjeta mensual
2783-P8_2;por lo que me pagan por nomina porque ahi es donde me metieron mis patrones
2786-P8_2;por motivo de la escuela necesitaba una tarjeta pues porque la escuela tiene una tarjeta de bbva y ahi se deposita es una cuenta mas que nada es una cuenta bancaria de la escuela
2788-P8_2;por mi trabajo cobros con tarjeta
2792-P8_2;por su interfaz
2795-P8_2;practicidad hay muchos cajeros es muy practico
2797-P8_2;porque la empresa me sugirio ese banco
2800-P8_2;pago via nomina
2805-P8_2;porque me pagan ahi
2810-P8_2;porque no pide en la tarjeta no pide un minimo de pesos
2814-P8_2;por la nomina del trabajo donde estoy
2820-P8_2;por nomina
2823-P8_2;por el monton de cajeros que hay
2829-P8_2;la facilidad de manejar los movimientos en tu celular
2831-P8_2;para recibir y realizar transferencias de dinero en mi cuenta
2833-P8_2;porque me gusta la tarjeta de debito no pago anualidad no tiene un costo por contratacion
2835-P8_2;porque me gusta se me hace sencillo de utilizar en la aplicacion transferencias
2837-P8_2;por la facilidad para sacar la tarjeta es mas rapido que me la den sin que me pidan tantas cosas y tramite
2838-P8_2;me queda cerca de mi negocio siempre tengo disponible dinero
2842-P8_2;por pago de nomina
2844-P8_2;porque no le pedian ingresos mensuales en bbva
2845-P8_2;por la cantidad de sucursales que tiene y por la aplicacion
2852-P8_2;porque en esa misma tarjeta me siguen pagando mi salario
2858-P8_2;por la facilidad de banca movil
2859-P8_2;es porque es el banco con el que esta afiliado y tenia que crear una cuenta en ese banco
2867-P8_2;la aplicacion es muy accesible y facil de usar
2870-P8_2;porque no pone tantas trabas para hacer movimientos como transferencias y compras en linea en celular y computadora
2875-P8_2;por la facilidad en que le entregaron la tarjeta a la hora de hacer el proceso no hubo mucho papeleo fue muy poco por medio de una aplicacion que ellos tienen y tardaron muy poco en darsela el mismo dia que la solicito
2876-P8_2;ahi empece y ahi me quede por costumbre ya que ahi tengo mi dinero y ya estoy ahi
2877-P8_2;por la cantidad de sucursales que hay y sus servicios en la sucursal mas agiles que tengo mas a la mano los servicios del banco y hay menos gente
2890-P8_2;por mi trabajo ya que ahi me pagan la nomina
2891-P8_2;por la empresa porque me empezaron a pagar con bancomer
2898-P8_2;por sus rendimientos intereses son altos a mi favor tengo ahi mi dinero y me da buenos intereses que manejan productos de tarjetas de nomina para los empleados
2902-P8_2;porque la atencion es muy efectiva muy rapida y la aplicacion es muy rapida accesible no te complica nada esta no te pide la voz como hsbc y en sucursal es rapido eficientes
2903-P8_2;para el fondo de ahorro
2908-P8_2;me lo asigno la escuela para pagos
2912-P8_2;plataforma es muy dinamica y puedo hacer transferencias rapidas
2923-P8_2;porque es mas facil utilizar la banca y que la acepten en cualquier tienda puedo hacer depositos
2927-P8_2;porque la tarjeta de debito no cobra comision y decidi sacar ahi
2930-P8_2;porque le aceptan la tarjeta en todos lados y promociones meses sin intereses
2931-P8_2;por la nomina por pago
2933-P8_2;por tarjeta de debito
2948-P8_2;credito nominal
2950-P8_2;porque no tiene que pagar cuenta o recargo
2952-P8_2;porque defiende sus datos los protege y le facilita las transferencias
2954-P8_2;porque no fue mucho tramite que lo hizo en linea no tuvo que ir presencial al banco solo por la aplicacion tuvo que solicitarlo
2955-P8_2;la facilidad de que me autoriza un credito de carro
2960-P8_2;la empresa me pague me depositen mi salario
2970-P8_2;porque no me cobraba intereses por deposito y retiro
2971-P8_2;por la atencion de sus ejecutivos
2972-P8_2;no cobra tener cuenta ni tarjeta con ellos
2973-P8_2;por su servicio
2980-P8_2;porque es mas facil mas flexible para todo
2985-P8_2;pues me pagan via nomina
2987-P8_2;por la nomina
2991-P8_2;por mi tarjeta de nomina
2995-P8_2;porque nunca me ha dado problemas me ha funcionado no he tenido problema en algun retiro su app funciona bien
3004-P8_2;puedes trasferir dinero a cualquier hora del dia por medio del celular
3022-P8_2;abri mi cuenta por una nomina abri una cuenta personal
3024-P8_2;hay mas sucursales en todos lados
3027-P8_2;porque me otorgaron mi tarjeta de credito
3028-P8_2;porque tiene mas sucursales y mas cajeros automaticos en iztapalapa
3031-P8_2;me abrieron una cuenta por otro trabajo que tenia
3034-P8_2;porque saque una tarjeta de credito
3037-P8_2;por el trabajo
3039-P8_2;por su trabajo
3047-P8_2;por pago de nomina
3049-P8_2;para que me paguen
3057-P8_2;por los servicios de cajeros de banco en cualquier lado
3065-P8_2;por nomina
3068-P8_2;me gusta mucho como laboran la atencion al cliente son muy amables
3071-P8_2;se hace mas facil sacar una tarjeta
3095-P8_2;por la cuenta de ahorro
3097-P8_2;aplicacion movil
3100-P8_2;porque hay mas sucursales de ese banco
3113-P8_2;pues sigue ahorrando ahi todavia
3122-P8_2;la practicidad es accesible al momento de hacer transferencias o hacer retiros
3125-P8_2;porque me gusta su servicio te aclaran esas dudas en los problemas que llego a tener en cajas
3127-P8_2;por los meses sin intereses al pagar con la tarjeta de debito en tiendas comerciales
3129-P8_2;por la tarjeta de nomina
3130-P8_2;me da flojera pasarme a otro banco
3131-P8_2;esta muy moderno muy actualizado
3136-P8_2;cuenta de nomina
3139-P8_2;por mi trabajo porque es el unico que maneja
3144-P8_2;porque ahi recibo mi nomina
3145-P8_2;por deposito de nomina
3149-P8_2;hay mas cajeros
3157-P8_2;me gusta su servicio de atencion
3174-P8_2;ahi empece con la nomina
3177-P8_2;por la tasa de interes es mas baja que otros bancos
3181-P8_2;ahi me dieron mi tarjeta de nomina
3193-P8_2;la aplicacion es facil de usar estados de cuenta y transferencias
3195-P8_2;por parte de la nomina
3198-P8_2;por la caja de ahorro
3199-P8_2;por la cuenta ahorro
3211-P8_2;por los pagos de la empresa de la nomina no te cobra comisiones por llevar ese tipo de cuenta y su aplicacion es muy buena
3213-P8_2;porque es internacional
3215-P8_2;porque ahi me depositan mi nomina
3216-P8_2;para recibir pagos de mi negocio
3218-P8_2;es que es un banco con muchas facilidades soluciones rapidas el tiempo de espera es rapidisimo
3220-P8_2;porque se me hace buena empresa porque otros familiares la han tenido y dicen que es confiable en que puedes meter y sacar dinero sin robos
3221-P8_2;por su manera de trabajar son muy eficaz en que te resuelven muy rapido la cosa no te tienen tramite tras tramite en seguros
3227-P8_2;solicite tarjeta de debito y desde entonces conservo la cuenta
3228-P8_2;para tener el dinero ahi guardado
3230-P8_2;porque ahi esta mi nomina es que la empresa nos hace ahi abrir la cuenta del banco
3231-P8_2;pagos de nomina ahi porque ahi me pagaba el trabajo donde estaba
3233-P8_2;nsnr
3236-P8_2;porque ocupaba la tarjeta de debito para el trabajo
3240-P8_2;por sus opciones que tiene que no son tan restrictivas en cuanto a pago de comisiones o cuestiones de requisitos es muy accesible si por ejemplo la tarjeta que yo tengo no me cobra ninguna anualidad es de ahorro no me cobran por tener un minimo como en otras cuentas nada mas con que tenga algo y tenga movimientos de entradas y salidas ya
3246-P8_2;mas accesible para sacar dinero
3249-P8_2;por la tarjeta de debito
3257-P8_2;porque me pagan la nomina
3267-P8_2;la comodidad de servicios atencion al cliente es muy ameno
3274-P8_2;porque por promociones me acomode con ellos no he tenido problemas con ellos por la app se me hizo la mejor no es complicado manejar las transferencias es mas facil que otras es un buen banco
3286-P8_2;por la nomina ahi me la pagan
3290-P8_2;por la tarjeta de credito
3291-P8_2;porque hay muchas sucursales en toda la ciudad
3294-P8_2;porque saque mi cuenta de ahorro
3299-P8_2;porque ahi tengo una cuenta de ahorro
3301-P8_2;por mi nomina esta ahi
3306-P8_2;por las aplicaciones del banco
3309-P8_2;porque siempre estan a mi disposicion cuando los necesito cuando voy a sacar dinero del cajero
3312-P8_2;por la cuenta de ahorro
3313-P8_2;es una buena empresa bancaria y hay suficientes cajeros en distintas ciudades
3320-P8_2;prestamos y atencion a clientes
3321-P8_2;manejo de nomina
3324-P8_2;por su aplicacion es facil
3332-P8_2;por sus intereses bajos en la cuenta de credito por los prestamos
3342-P8_2;la app es muy buena y facil de usar en la atencion el personal son eficientes me dan una propuesta concreta su eficacia a la problematica que uno tiene
3351-P8_2;porque tiene muchos servicios tiene informacion concreta y la atencion al cliente es muy satisfactoria
3355-P8_2;solo por la facilidad de su app
3361-P8_2;porque cobra ahi porque es un poco mas facil en utilizar la aplicacion
3362-P8_2;pues para generar ingresos
3364-P8_2;preferencia la facilidad de la banca en linea
3366-P8_2;por la beca ahi la recibio
3367-P8_2;becas y compras digitales
3369-P8_2;por la practicidad
3374-P8_2;son mas eficientes en cuanto a tramites y la aplicacion de su telefono es funcional
3376-P8_2;por la facilidad de manejar mi dinero me permite checarlo desde aplicaciones en mi telefono
3377-P8_2;para poder retirar dinero estando lejos de casa recibir dinero
3378-P8_2;por la facilidad de uso de las tarjetas su aplicacion movil y su servicio
3379-P8_2;las facilidades en su manejo de sus cuentas y cobro de comisiones dependiendo el nivel me dan algunos bonos y no me cobran comisiones por tener el dinero en el banco
3380-P8_2;por el deposito de becas
3381-P8_2;por los beneficios que da el cat que tiene no tengo anualidad
3382-P8_2;por la tasa de interes es baja
3384-P8_2;por cercania y facilidades hay muchos cajeros de bancomer
3385-P8_2;porque una tarjeta winnercard que les permitia a los menores de edad tener su propia tarjeta
3387-P8_2;por mi deposito de la nomina
3391-P8_2;sus servicios te atienden bien no tienes problemas en las transferencias
3397-P8_2;porque ahi me depositan mi beca
3401-P8_2;por la seguridad que siempre me apoyan cuando se me bloquea la tarjeta en la aplicacion no puedo acceder con mi contrasena y tuve que acudir al banco para que me apoyaran
3404-P8_2;porque mi familia tiene tarjetas en varios y bbva tiene muy buenos servicios como tarjeta de credito debito e inversiones
3406-P8_2;porque hay varios cajeros hay mas disposicion de cajeros para hacer depositos y retiros
3407-P8_2;el uso de la tarjeta de debito
3408-P8_2;por mi afore
3409-P8_2;porque tuve que abrir otra cuenta de un dinero de una comision que me iba a caer ya que tengo una tarjeta para cada tipo de negocios y de esa manera no mezclo los negocios con el dinero y puedo identificar las ganancias de cada uno
3410-P8_2;porque necesitaba la tarjeta para el trabajo porque ahi se realiza el deposito
3411-P8_2;ese banco escogio en mi trabajo porque ahi me pagan la nomina y me ofrecieron la tarjeta de credito hace poco
3413-P8_2;porque es un banco que me da mas facilidad y acceso a mi dinero hay mas cajeros y tengo mas facilidad de retiros y depositos
3414-P8_2;abri cuenta para respaldar mi negocio
3417-P8_2;porque su banca movil para transferir efectiva
3429-P8_2;por cuenta de nomina
3431-P8_2;porque tengo una tarjeta de credito
3432-P8_2;por el trabajo y porque necesitaba yo la tarjeta por el trabajo porque me depositaban ahi no necesitaban otra tarjeta mas que ahi
3442-P8_2;hubo un tiempo en que me clonaron la tarjeta y ellos me respaldaron las deudas me regresaron mi dinero
3446-P8_2;porque no me cobra comisiones de ahorro
3450-P8_2;porque presta buen servicio tiene buenas sucursales tanto en ventanilla como en cajeros buen trato de los empleados sucursales limpias con acceso a personas con discapacidad
3453-P8_2;me meti a trabajar a una empresa y necesitaba tarjeta de nomina
3460-P8_2;por la facilidad de soltar el plastico porque son los bancos que menos pretextos ponen a la tdc pues te resuelve mas rapido que otros bancos para otorgarte un credito no es tan engorroso los tramites y ademas un credito te lo ofrecen desde el cajero automatico ahi te lo dan ahi aceptas y ahi mismo te lo dan ya no pasas a la caja y esta padre ya pasas al cajero y te dicen que tienes un credito aprobado de 250000 y le das aceptar te depositan ya ni firmas mi nada
3461-P8_2;por los beneficios que dan a sus clientes sobre todo la cuestion de los intereses la tasa de intereses es bajita luego por ejemplo cobran intereses respecto al uso de tarjeta o pago con tarjeta de debito o credito
3465-P8_2;porque era necesaria la cuenta en esa empresa es un despacho bbva bancomer de ahorro
3475-P8_2;porque en donde trabajo me dieron de nomina cuenta en bancomer
3481-P8_2;porque es buen banco porque tiene un buen servicio y su app es una de las mejores que hay
3492-P8_2;es la que usan mis conocidos
3495-P8_2;porque es un banco reconocido
3497-P8_2;por una cuenta
3501-P8_2;porque ahi esta mi nomina de empleada
3502-P8_2;se me hace muy accesible la aplicacion retiros sin tarjeta transferencias checar estados de cuenta
3508-P8_2;por la comodidad de su aplicacion es muy facil usarla
